"SKName","tDate","買","賣"
"臺股期貨(TX+MTX/4)","2015-01-23","30075.0","21990.0"
"臺股期貨(TX+MTX/4)","2015-01-22","28870.0","21370.0"
"臺股期貨(TX+MTX/4)","2015-01-21","26471.0","22108.0"
"臺股期貨(TX+MTX/4)","2015-01-20","15059.0","15793.0"
"臺股期貨(TX+MTX/4)","2015-01-19","16090.0","16862.0"
