"Institute","tDate","買","賣"
"自營商(自行買賣)","2015-01-16","1196.0","1987.0"
"自營商(自行買賣)","2015-01-15","1056.0","1091.0"
"自營商(自行買賣)","2015-01-14","1182.0","952.0"
"自營商(自行買賣)","2015-01-13","1432.0","1373.0"
"自營商(自行買賣)","2015-01-12","1136.0","871.0"
